,Initiator,Responder,Start_time,End_time,Memory_size,Fidelity,Wait_time,Throughput
0,NU,Argonne_1,33939560000000.0,51939560000000.0,11,0.9030651122084284,33939560000000.0,24.444444444444446
1,NU,Argonne_2,214416975000001.0,231416975000001.0,12,0.9902045962391599,162477415000000.0,0.0
2,NU,StarLight,232616975000002.0,251616975000002.0,16,0.9357001425714031,1200000000000.0,639.421052631579
3,NU,Argonne_3,310884265000003.0,329884265000003.0,10,0.8380451274003813,59267290000000.0,22.94736842105263
4,NU,StarLight,331684265000004.0,342684265000004.0,22,0.9101702293178086,1800000000000.0,876.8181818181818
5,NU,Fermilab_1,351089830000005.0,364089830000005.0,12,0.9037266878337995,8405565000000.0,9.923076923076923
6,NU,UChicago_PME,409124810000006.0,424124810000006.0,10,0.8012576252035558,45034980000000.0,78.06666666666666
7,NU,Argonne_3,435946880000007.0,453946880000007.0,11,0.9785847134604919,11822070000000.0,1.7222222222222223
8,NU,Argonne_1,455246880000008.0,467246880000008.0,12,0.8807502339117899,1300000000000.0,27.083333333333332
9,NU,Argonne_1,494867550000009.0,513867550000009.0,10,0.8838134463356123,27620670000000.0,22.421052631578945
10,NU,UChicago_HC,519170730000010.0,531170730000010.0,11,0.8857876249322921,5303180000000.0,48.333333333333336
11,NU,Fermilab_2,545981065000011.0,562981065000011.0,11,0.9639185699866198,14810335000000.0,2.6470588235294117
12,NU,Argonne_1,597910830000012.0,608910830000012.0,13,0.9094286186716312,34929765000000.0,26.727272727272727
13,NU,StarLight,610810830000013.0,627810830000013.0,15,0.9671247733314596,1900000000000.0,593.470588235294
14,NU,UChicago_PME,629811625000014.0,647811625000014.0,17,0.9730632362299798,2000795000000.0,61.72222222222222
15,NU,UChicago_PME,682341005000015.0,692341005000015.0,11,0.9468777323581032,34529380000000.0,86.0
16,NU,Argonne_1,814154055000016.0,827154055000016.0,12,0.951231942960088,121813050000000.0,32.69230769230769
17,NU,Argonne_1,895510850000017.0,909510850000017.0,11,0.9825408438826638,68356795000000.0,5.5
18,NU,Argonne_2,940639995000018.0,952639995000018.0,11,0.990141549642354,31129145000000.0,0.0
19,NU,UChicago_HC,955240790000019.0,968240790000019.0,13,0.9500638518676959,2600795000000.0,58.30769230769231
20,StarLight,Fermilab_1,14734905000000.0,25734905000000.0,21,0.8738134479590757,14734905000000.0,26.636363636363637
21,StarLight,UChicago_PME,28438050000001.0,38438050000001.0,11,0.9079714408688873,2703145000000.0,135.0
22,StarLight,Fermilab_1,40238050000002.0,52238050000002.0,12,0.887931551502458,1800000000000.0,16.416666666666668
