,Node,Start_time,End_time,Memory_size
0,NU,33939560000000.0,51939560000000.0,11
1,NU,53738050000003.0,66738050000003.0,14
2,NU,112750315000003.0,131750315000003.0,24
3,NU,165369185000005.0,179369185000005.0,13
4,NU,214416975000001.0,231416975000001.0,12
5,NU,232616975000002.0,251616975000002.0,16
6,NU,252006555000009.0,262006555000009.0,20
7,NU,291850390000004.0,310850390000004.0,10
8,NU,310884265000003.0,329884265000003.0,10
9,NU,331684265000004.0,342684265000004.0,22
10,NU,351089830000005.0,364089830000005.0,12
11,NU,356889685000014.0,372889685000014.0,13
12,NU,364864285000015.0,377864285000015.0,10
13,NU,378576115000016.0,391576115000016.0,12
14,NU,386589685000015.0,404589685000015.0,17
15,NU,409124810000006.0,424124810000006.0,10
16,NU,432788025000010.0,447788025000010.0,10
17,NU,435946880000007.0,453946880000007.0,11
18,NU,455246880000008.0,467246880000008.0,12
19,NU,494867550000009.0,513867550000009.0,10
20,NU,519170730000010.0,531170730000010.0,11
21,NU,545981065000011.0,562981065000011.0,11
22,NU,551508265000022.0,561508265000022.0,12
23,NU,597910830000012.0,608910830000012.0,13
24,NU,610810830000013.0,627810830000013.0,15
25,NU,629811625000014.0,647811625000014.0,17
26,NU,664549915000022.0,681549915000022.0,12
27,NU,682341005000015.0,692341005000015.0,11
28,NU,720877775000024.0,736877775000024.0,15
29,NU,776314875000008.0,793314875000008.0,14
30,NU,786434740000031.0,803434740000031.0,11
31,NU,793502365000025.0,803502365000025.0,10
32,NU,814154055000016.0,827154055000016.0,12
33,NU,895510850000017.0,909510850000017.0,11
34,NU,920562225000021.0,931562225000021.0,10
35,NU,932862225000022.0,945862225000022.0,14
36,NU,940639995000018.0,952639995000018.0,11
37,NU,945900215000027.0,959900215000027.0,12
38,NU,955240790000019.0,968240790000019.0,13
39,NU,971445330000037.0,986445330000037.0,14
40,NU,981109085000029.0,995109085000029.0,11
41,NU,988245330000038.0,999245330000038.0,10
42,NU,996209085000030.0,1013209085000030.0,13
43,NU,999970010000020.0,1014970010000020.0,11
44,StarLight,1100000000000.0,18100000000000.0,17
45,StarLight,14734905000000.0,25734905000000.0,21
46,StarLight,18537590000000.0,33537590000000.0,22
47,StarLight,28438050000001.0,38438050000001.0,11
48,StarLight,33939560000000.0,51939560000000.0,22
49,StarLight,40238050000002.0,52238050000002.0,12
50,StarLight,53738050000003.0,66738050000003.0,14
51,StarLight,57974835000002.0,72974835000002.0,22
52,StarLight,73236990000002.0,91236990000002.0,24
53,StarLight,78931820000002.0,93931820000002.0,26
54,StarLight,92457465000004.0,111457465000004.0,18
55,StarLight,96338990000003.0,112338990000003.0,28
56,StarLight,112750315000003.0,131750315000003.0,48
57,StarLight,132760150000005.0,148760150000005.0,11
58,StarLight,133150315000004.0,152150315000004.0,14
59,StarLight,150460150000006.0,168460150000006.0,14
60,StarLight,150543490000006.0,164543490000006.0,20
61,StarLight,165369185000005.0,179369185000005.0,26
62,StarLight,169860150000007.0,184860150000007.0,11
63,StarLight,186760150000008.0,200760150000008.0,12
64,StarLight,186949550000005.0,201949550000005.0,26
65,StarLight,203662835000009.0,222662835000009.0,23
66,StarLight,214416975000001.0,231416975000001.0,24
67,StarLight,223281135000008.0,234281135000008.0,20
68,StarLight,232562835000010.0,251562835000010.0,13
69,StarLight,232616975000002.0,251616975000002.0,16
70,StarLight,252006555000009.0,262006555000009.0,40
71,StarLight,262662835000011.0,272662835000011.0,12
72,StarLight,268912845000010.0,280912845000010.0,20
73,StarLight,281984315000012.0,299984315000012.0,15
74,StarLight,281912845000011.0,295912845000011.0,10
75,StarLight,291850390000004.0,310850390000004.0,20
76,StarLight,301984875000006.0,320984875000006.0,26
77,StarLight,310884265000003.0,329884265000003.0,20
78,StarLight,321041335000013.0,339041335000013.0,28
79,StarLight,331684265000004.0,342684265000004.0,22
80,StarLight,339389685000013.0,350389685000013.0,12
81,StarLight,345480460000010.0,356480460000010.0,20
82,StarLight,351089830000005.0,364089830000005.0,24
83,StarLight,356889685000014.0,372889685000014.0,13
84,StarLight,364864285000015.0,377864285000015.0,20
85,StarLight,373032825000008.0,386032825000008.0,24
86,StarLight,378576115000016.0,391576115000016.0,24
87,StarLight,386589685000015.0,404589685000015.0,17
88,StarLight,392769580000016.0,411769580000016.0,12
89,StarLight,397285970000013.0,407285970000013.0,20
90,StarLight,409124810000006.0,424124810000006.0,20
91,StarLight,413169580000017.0,425169580000017.0,12
92,StarLight,432788025000010.0,447788025000010.0,20
93,StarLight,435946880000007.0,453946880000007.0,22
94,StarLight,448200210000016.0,459200210000016.0,20
95,StarLight,455246880000008.0,467246880000008.0,24
96,StarLight,459878420000019.0,477878420000019.0,16
97,StarLight,464098960000012.0,479098960000012.0,10
98,StarLight,471010580000017.0,483010580000017.0,13
99,StarLight,473135575000016.0,491135575000016.0,11
100,StarLight,483590540000020.0,494590540000020.0,20
101,StarLight,494038720000017.0,510038720000017.0,11
102,StarLight,494867550000009.0,513867550000009.0,20
103,StarLight,502850695000006.0,518850695000006.0,13
104,StarLight,511775320000017.0,530775320000017.0,14
105,StarLight,515138720000018.0,530138720000018.0,12
106,StarLight,519170730000010.0,531170730000010.0,22
107,StarLight,531154300000019.0,541154300000019.0,22
108,StarLight,531938720000019.0,544938720000019.0,23
109,StarLight,541275320000018.0,551275320000018.0,11
110,StarLight,545981065000011.0,562981065000011.0,22
111,StarLight,551508265000022.0,561508265000022.0,24
112,StarLight,562448155000020.0,581448155000020.0,10
113,StarLight,562857480000010.0,579857480000010.0,10
114,StarLight,563862300000020.0,573862300000020.0,14
115,StarLight,580208265000023.0,597208265000023.0,24
116,StarLight,583348155000021.0,594348155000021.0,18
117,StarLight,596148155000022.0,613148155000022.0,20
118,StarLight,597910830000012.0,608910830000012.0,26
119,StarLight,610810830000013.0,627810830000013.0,15
120,StarLight,617257590000023.0,633257590000023.0,12
121,StarLight,629811625000014.0,647811625000014.0,34
122,StarLight,647966460000017.0,663966460000017.0,30
123,StarLight,664549915000022.0,681549915000022.0,24
124,StarLight,665195180000024.0,676195180000024.0,13
125,StarLight,673215325000027.0,691215325000027.0,13
126,StarLight,678595180000025.0,693595180000025.0,13
127,StarLight,682341005000015.0,692341005000015.0,22
128,StarLight,695698325000026.0,714698325000026.0,12
129,StarLight,702079710000022.0,720079710000022.0,24
130,StarLight,714115325000029.0,725115325000029.0,10
131,StarLight,720877775000024.0,736877775000024.0,30
132,StarLight,726403620000027.0,744403620000027.0,15
133,StarLight,738515325000030.0,756515325000030.0,10
134,StarLight,741542610000023.0,758542610000023.0,24
135,StarLight,746003620000028.0,758003620000028.0,10
136,StarLight,758555040000019.0,771555040000019.0,22
137,StarLight,758902980000017.0,775902980000017.0,18
138,StarLight,772421875000023.0,786421875000023.0,22
139,StarLight,776314875000008.0,793314875000008.0,28
140,StarLight,786434740000031.0,803434740000031.0,22
141,StarLight,793502365000025.0,803502365000025.0,20
142,StarLight,803864835000024.0,822864835000024.0,22
143,StarLight,814154055000016.0,827154055000016.0,24
144,StarLight,828177385000026.0,843177385000026.0,32
145,StarLight,844962800000025.0,854962800000025.0,32
146,StarLight,852356570000029.0,871356570000029.0,12
147,StarLight,856123645000020.0,867123645000020.0,32
148,StarLight,867146765000025.0,884146765000025.0,32
