,Initiator,Responder,Start_time,End_time,Memory_size,Fidelity,Wait_time,Throughput
0,NU,Argonne_3,46962250000000.0,58962250000000.0,10,0.9551371380490388,46962250000000.0,5.583333333333333
1,NU,Argonne_1,82607980000001.0,95607980000001.0,10,0.9324429476676908,23645730000000.0,21.153846153846157
2,NU,Fermilab_2,126937200000002.0,143937200000002.0,12,0.9038196972991981,31329220000000.0,7.470588235294118
3,NU,Argonne_1,228622600000003.0,241622600000003.0,15,0.8796551119358742,84685400000000.0,29.0
4,NU,Argonne_1,270773100000004.0,284773100000004.0,11,0.9514919812764404,29150500000000.0,24.0
5,NU,Argonne_1,286673100000005.0,297673100000005.0,11,0.8353615118273793,1900000000000.0,21.727272727272727
6,NU,Fermilab_2,299173100000006.0,318173100000006.0,16,0.9500784382655666,1500000000000.0,9.0
7,NU,Argonne_2,585435755000007.0,602435755000007.0,12,0.8434389692615445,267262655000000.0,19.235294117647058
8,NU,UChicago_PME,605537345000008.0,623537345000008.0,15,0.9491002565988395,3101590000000.0,112.72222222222221
9,NU,Fermilab_2,706605220000009.0,719605220000009.0,10,0.8232688743069546,83067875000000.0,5.0
10,NU,Argonne_1,741222885000010.0,751222885000010.0,11,0.8404962423138996,21617665000000.0,21.5
11,NU,Argonne_3,919692715000011.0,934692715000011.0,11,0.9904463876845867,168469830000000.0,0.0
12,NU,Argonne_3,956222735000012.0,974222735000012.0,13,0.9227027821953382,21530020000000.0,17.333333333333336
13,NU,UChicago_PME,975822735000013.0,989822735000013.0,21,0.9978965549634857,1600000000000.0,0.0
14,StarLight,Argonne_1,1300000000000.0,13300000000000.0,24,0.8637421676971033,1300000000000.0,81.83333333333333
15,StarLight,Argonne_1,68972365000001.0,83972365000001.0,13,0.8782169613078388,55672365000000.0,43.333333333333336
16,StarLight,Argonne_2,163600605000002.0,173600605000002.0,15,0.8868413788529792,79628240000000.0,32.300000000000004
17,StarLight,Argonne_2,212114725000003.0,222114725000003.0,17,0.9303390858207753,38514120000000.0,35.3
18,StarLight,Fermilab_1,228328150000004.0,240328150000004.0,14,0.9069157224074477,6213425000000.0,19.5
19,StarLight,UChicago_HC,241328150000005.0,251328150000005.0,16,0.9682624430620604,1000000000000.0,122.9
20,StarLight,Argonne_1,255433445000006.0,273433445000006.0,13,0.8777788443785304,4105295000000.0,44.27777777777778
21,StarLight,UChicago_HC,274733445000007.0,287733445000007.0,14,0.8909849345750102,1300000000000.0,107.15384615384616
22,StarLight,NU,289033445000008.0,306033445000008.0,16,0.9060149228956769,1300000000000.0,439.88235294117646
23,StarLight,Fermilab_1,307933445000009.0,323933445000009.0,11,0.9695261041207275,1900000000000.0,12.5625
