,Initiator,Responder,Start_time,End_time,Memory_size,Fidelity,Wait_time,Throughput
0,NU,Argonne_2,61903128000000.0,79903128000000.0,10,0.808194704787239,61903128000000.0,112.44444444444444
1,NU,StarLight,81703128000001.0,91703128000001.0,24,0.9914420359221927,1800000000000.0,2967.2
2,NU,UChicago_HC,140304760000002.0,158304760000002.0,12,0.9779871111441041,48601632000000.0,0.0
3,NU,Fermilab_2,174005270000003.0,189005270000003.0,14,0.8631887090735401,15700510000000.0,221.46666666666667
4,NU,StarLight,216206154000004.0,226206154000004.0,10,0.801281776532862,27200884000000.0,2636.4
5,NU,Fermilab_2,293308466000005.0,310308466000005.0,10,0.897769207225852,67102312000000.0,167.05882352941177
6,NU,Fermilab_2,378910812000006.0,395910812000006.0,20,0.8024293052227226,68602346000000.0,491.47058823529414
7,NU,UChicago_PME,401110948000007.0,414110948000007.0,12,0.9342301560578792,5200136000000.0,1329.3846153846155
8,NU,Fermilab_1,438611730000008.0,453611730000008.0,10,0.9355597556191918,24500782000000.0,369.0
9,NU,Fermilab_1,492312988000009.0,511312988000009.0,12,0.8680647714761334,38701258000000.0,395.10526315789474
10,NU,StarLight,514713056000010.0,529713056000010.0,16,0.9136384628585253,3400068000000.0,4446.4
11,NU,UChicago_HC,541513396000011.0,553513396000011.0,10,0.9301532669526796,11800340000000.0,499.33333333333337
12,NU,Fermilab_1,570913940000012.0,584913940000012.0,20,0.8433056601353649,17400544000000.0,1040.2142857142858
13,NU,UChicago_HC,618615096000013.0,631615096000013.0,12,0.8531416137473167,33701156000000.0,626.0769230769231
14,NU,Argonne_3,667416320000014.0,678416320000014.0,10,0.8988398411764069,35801224000000.0,173.0
15,NU,Argonne_2,729318462000015.0,739318462000015.0,11,0.8998018615979669,50902142000000.0,158.20000000000002
16,NU,StarLight,740618462000016.0,751618462000016.0,16,0.8023819476682036,1300000000000.0,4957.727272727272
17,NU,UChicago_HC,854222270000017.0,871222270000017.0,10,0.8541277100890114,102603808000000.0,503.5882352941176
18,NU,Argonne_3,948625160000018.0,960625160000018.0,13,0.9361125219539197,77402890000000.0,291.3333333333333
19,NU,Argonne_1,964525262000019.0,980525262000019.0,11,0.9690912250321361,3900102000000.0,435.375
20,NU,Fermilab_1,982225262000020.0,996225262000020.0,10,0.8472641327083023,1700000000000.0,353.5
21,StarLight,Fermilab_1,1500000000000.0,18500000000000.0,24,0.8288319225439268,1500000000000.0,5015.117647058823
22,StarLight,Argonne_2,136401360000001.0,153401360000001.0,14,0.8846652897945152,117901360000000.0,363.8823529411765
23,StarLight,Fermilab_2,155101360000002.0,173101360000002.0,16,0.8418562085235571,1700000000000.0,715.0
24,StarLight,Fermilab_1,183801632000003.0,194801632000003.0,15,0.8607017853199022,10700272000000.0,3551.818181818182
25,StarLight,UChicago_PME,206301632000004.0,216301632000004.0,23,0.9583312411180681,11500000000000.0,4658.599999999999
26,StarLight,UChicago_PME,220101632000005.0,231101632000005.0,20,0.8317110067973426,3800000000000.0,4555.545454545454
27,StarLight,Fermilab_2,269501666000006.0,288501666000006.0,11,0.8552626028190305,38400034000000.0,521.2105263157895
28,StarLight,Argonne_1,292201734000007.0,306201734000007.0,23,0.8064162697236308,3700068000000.0,5267.285714285715
29,StarLight,NU,325001734000008.0,344001734000008.0,16,0.8327483308906336,18800000000000.0,4475.0
30,StarLight,Argonne_1,357301972000009.0,374301972000009.0,22,0.8104352515286296,13300238000000.0,5076.823529411765
31,StarLight,UChicago_PME,388702108000010.0,399702108000010.0,10,0.8355651567134212,14400136000000.0,2596.5454545454545
32,StarLight,Fermilab_2,455202312000011.0,470202312000011.0,11,0.9655190327718421,55500204000000.0,438.2
33,StarLight,Fermilab_1,489802312000012.0,502802312000012.0,22,0.8846363988539282,19600000000000.0,4757.461538461538
