,Node,Start_time,End_time,Memory_size
0,NU,18421570000000.0,36421570000000.0,13
1,NU,38321570000001.0,52321570000001.0,11
2,NU,62725265000001.0,72725265000001.0,11
3,NU,115605765000002.0,133605765000002.0,10
4,NU,146314510000003.0,159314510000003.0,13
5,NU,169524065000008.0,186524065000008.0,11
6,NU,190441505000004.0,204441505000004.0,16
7,NU,291375185000006.0,306375185000006.0,10
8,NU,352257975000010.0,366257975000010.0,14
9,NU,377747685000009.0,390747685000009.0,10
10,NU,390750355000005.0,409750355000005.0,12
11,NU,450484890000006.0,464484890000006.0,12
12,NU,457103770000014.0,470103770000014.0,12
13,NU,465984890000007.0,483984890000007.0,17
14,NU,472315970000020.0,487315970000020.0,12
15,NU,534468890000017.0,544468890000017.0,10
16,NU,544741230000008.0,554741230000008.0,12
17,NU,559531830000012.0,573531830000012.0,13
18,NU,565172035000018.0,584172035000018.0,11
19,NU,607088835000009.0,621088835000009.0,11
20,NU,628532455000021.0,646532455000021.0,12
21,NU,646713210000010.0,656713210000010.0,13
22,NU,657553760000020.0,671553760000020.0,12
23,NU,663820360000027.0,679820360000027.0,13
24,NU,686344295000011.0,696344295000011.0,14
25,NU,701049365000012.0,711049365000012.0,12
26,NU,741518065000013.0,751518065000013.0,14
27,NU,751615270000023.0,765615270000023.0,23
28,NU,797334640000015.0,814334640000015.0,10
29,NU,804633755000025.0,818633755000025.0,13
30,NU,832435640000017.0,850435640000017.0,12
31,NU,875150990000025.0,893150990000025.0,15
32,NU,894358400000014.0,911358400000014.0,11
33,NU,923025015000018.0,941025015000018.0,11
34,NU,941517450000026.0,952517450000026.0,18
35,NU,960106605000026.0,975106605000026.0,14
36,NU,981217755000015.0,996217755000015.0,12
37,StarLight,1100000000000.0,18100000000000.0,17
38,StarLight,13917650000000.0,27917650000000.0,13
39,StarLight,18421570000000.0,36421570000000.0,26
40,StarLight,28813500000000.0,39813500000000.0,11
41,StarLight,38321570000001.0,52321570000001.0,22
42,StarLight,40615615000000.0,57615615000000.0,26
43,StarLight,62725265000001.0,72725265000001.0,22
44,StarLight,63700000000003.0,76700000000003.0,20
45,StarLight,73347655000001.0,85347655000001.0,13
46,StarLight,77330905000001.0,95330905000001.0,28
47,StarLight,94058245000002.0,108058245000002.0,11
48,StarLight,97518905000004.0,115518905000004.0,10
49,StarLight,111700000000005.0,129700000000005.0,12
50,StarLight,115605765000002.0,133605765000002.0,20
51,StarLight,132200000000006.0,145200000000006.0,28
52,StarLight,134605270000004.0,148605270000004.0,12
53,StarLight,145201205000003.0,155201205000003.0,17
54,StarLight,146314510000003.0,159314510000003.0,13
55,StarLight,155370100000002.0,169370100000002.0,24
56,StarLight,159101205000004.0,173101205000004.0,12
57,StarLight,164960500000003.0,177960500000003.0,10
58,StarLight,169524065000008.0,186524065000008.0,22
59,StarLight,174501205000005.0,190501205000005.0,15
60,StarLight,190441505000004.0,204441505000004.0,32
61,StarLight,193104350000006.0,203104350000006.0,12
62,StarLight,205109875000004.0,219109875000004.0,32
63,StarLight,206806115000007.0,224806115000007.0,11
64,StarLight,219212865000005.0,229212865000005.0,32
65,StarLight,226232020000011.0,244232020000011.0,16
66,StarLight,231913365000006.0,247913365000006.0,24
67,StarLight,244609645000008.0,254609645000008.0,10
68,StarLight,249040075000012.0,268040075000012.0,22
69,StarLight,259223380000007.0,271223380000007.0,26
70,StarLight,269540075000013.0,283540075000013.0,20
71,StarLight,272535605000007.0,290535605000007.0,20
72,StarLight,283828440000009.0,295828440000009.0,14
73,StarLight,291375185000006.0,306375185000006.0,20
74,StarLight,296448540000008.0,308448540000008.0,28
75,StarLight,327521695000015.0,338521695000015.0,20
76,StarLight,338581390000010.0,349581390000010.0,10
77,StarLight,340242105000010.0,351242105000010.0,26
78,StarLight,352257975000010.0,366257975000010.0,28
79,StarLight,360495510000011.0,377495510000011.0,13
80,StarLight,377747685000009.0,390747685000009.0,20
81,StarLight,377517355000011.0,388517355000011.0,22
82,StarLight,389032735000017.0,401032735000017.0,24
83,StarLight,390750355000005.0,409750355000005.0,24
84,StarLight,409779255000011.0,420779255000011.0,19
85,StarLight,414584900000013.0,432584900000013.0,26
86,StarLight,420818455000012.0,438818455000012.0,24
87,StarLight,433951650000008.0,445951650000008.0,24
88,StarLight,438883750000019.0,455883750000019.0,26
89,StarLight,450484890000006.0,464484890000006.0,24
90,StarLight,457103770000014.0,470103770000014.0,24
91,StarLight,465984890000007.0,483984890000007.0,17
92,StarLight,472315970000020.0,487315970000020.0,24
93,StarLight,484542620000013.0,502542620000013.0,10
94,StarLight,488315970000021.0,505315970000021.0,21
95,StarLight,498791570000010.0,513791570000010.0,10
96,StarLight,506098135000015.0,518098135000015.0,34
97,StarLight,518493070000011.0,533493070000011.0,20
98,StarLight,527160270000014.0,542160270000014.0,14
99,StarLight,534468890000017.0,544468890000017.0,20
100,StarLight,535996715000012.0,553996715000012.0,13
101,StarLight,544741230000008.0,554741230000008.0,24
102,StarLight,554375995000015.0,564375995000015.0,24
103,StarLight,559531830000012.0,573531830000012.0,26
104,StarLight,565172035000018.0,584172035000018.0,22
105,StarLight,573975995000016.0,588975995000016.0,19
106,StarLight,589958605000024.0,608958605000024.0,28
107,StarLight,593425095000017.0,606425095000017.0,22
108,StarLight,607088835000009.0,621088835000009.0,22
109,StarLight,611861290000025.0,627861290000025.0,28
110,StarLight,628532455000021.0,646532455000021.0,24
111,StarLight,632769345000026.0,643769345000026.0,22
112,StarLight,646713210000010.0,656713210000010.0,26
113,StarLight,648809530000017.0,663809530000017.0,11
114,StarLight,657553760000020.0,671553760000020.0,24
115,StarLight,663820360000027.0,679820360000027.0,26
116,StarLight,672209530000018.0,689209530000018.0,12
117,StarLight,686344295000011.0,696344295000011.0,28
118,StarLight,693913060000019.0,707913060000019.0,14
119,StarLight,698963015000012.0,713963015000012.0,10
120,StarLight,701049365000012.0,711049365000012.0,24
121,StarLight,711151110000022.0,721151110000022.0,38
122,StarLight,715691250000017.0,732691250000017.0,12
123,StarLight,741518065000013.0,751518065000013.0,28
124,StarLight,751615270000023.0,765615270000023.0,46
125,StarLight,768924320000023.0,783924320000023.0,32
126,StarLight,771776600000020.0,786776600000020.0,12
127,StarLight,788176600000021.0,804176600000021.0,19
128,StarLight,797334640000015.0,814334640000015.0,20
129,StarLight,804633755000025.0,818633755000025.0,26
130,StarLight,814576600000022.0,831576600000022.0,22
131,StarLight,832435640000017.0,850435640000017.0,24
132,StarLight,832776600000023.0,850776600000023.0,18
133,StarLight,851234750000024.0,862234750000024.0,36
134,StarLight,862585425000024.0,875585425000024.0,10
135,StarLight,862909815000029.0,873909815000029.0,38
136,StarLight,875150990000025.0,893150990000025.0,30
137,StarLight,876029250000022.0,894029250000022.0,10
138,StarLight,893620555000031.0,910620555000031.0,26
139,StarLight,894358400000014.0,911358400000014.0,22
140,StarLight,910939575000029.0,923939575000029.0,22
141,StarLight,923025015000018.0,941025015000018.0,22
142,StarLight,924237685000018.0,941237685000018.0,26
143,StarLight,941206605000025.0,957206605000025.0,13
144,StarLight,941517450000026.0,952517450000026.0,36
145,StarLight,952660830000032.0,966660830000032.0,36
146,StarLight,960106605000026.0,975106605000026.0,14
147,StarLight,966984280000019.0,980984280000019.0,30
148,StarLight,977206605000027.0,992206605000027.0,20
149,StarLight,981217755000015.0,996217755000015.0,24
150,StarLight,993028190000031.0,1004028190000031.0,20
151,StarLight,997397675000029.0,1014397675000029.0,14
152,StarLight,997409290000028.0,1007409290000028.0,11
153,UChicago_PME,15352910000000.0,33352910000000.0,14
154,UChicago_PME,38321570000001.0,52321570000001.0,11
155,UChicago_PME,40615615000000.0,57615615000000.0,26
156,UChicago_PME,58205270000001.0,74205270000001.0,48
157,UChicago_PME,77330905000001.0,95330905000001.0,28
158,UChicago_PME,85530765000002.0,95530765000002.0,14
159,UChicago_PME,97230905000002.0,114230905000002.0,10
160,UChicago_PME,113119780000001.0,130119780000001.0,15
161,UChicago_PME,132200000000006.0,145200000000006.0,14
162,UChicago_PME,141104455000003.0,152104455000003.0,34
163,UChicago_PME,152760500000002.0,163760500000002.0,17
164,UChicago_PME,155370100000002.0,169370100000002.0,12
165,UChicago_PME,159101205000004.0,173101205000004.0,12
166,UChicago_PME,178413410000005.0,190413410000005.0,36
167,UChicago_PME,182406730000003.0,195406730000003.0,10
168,UChicago_PME,190441505000004.0,204441505000004.0,16
169,UChicago_PME,193104350000006.0,203104350000006.0,24
170,UChicago_PME,205109875000004.0,219109875000004.0,16
171,UChicago_PME,207188435000004.0,221188435000004.0,24
172,UChicago_PME,219212865000005.0,229212865000005.0,16
173,UChicago_PME,223013945000005.0,235013945000005.0,11
174,UChicago_PME,226178500000005.0,244178500000005.0,12
175,UChicago_PME,231913365000006.0,247913365000006.0,24
176,UChicago_PME,237213945000006.0,255213945000006.0,13
177,UChicago_PME,249040075000012.0,268040075000012.0,22
178,UChicago_PME,259223380000007.0,271223380000007.0,13
179,UChicago_PME,269540075000013.0,283540075000013.0,10
180,UChicago_PME,272535605000007.0,290535605000007.0,20
181,UChicago_PME,273534285000005.0,292534285000005.0,20
182,UChicago_PME,293617420000007.0,307617420000007.0,36
183,UChicago_PME,296448540000008.0,308448540000008.0,14
184,UChicago_PME,308225615000007.0,327225615000007.0,22
185,UChicago_PME,308879255000007.0,327879255000007.0,24
186,UChicago_PME,327521695000015.0,338521695000015.0,20
187,UChicago_PME,327948540000009.0,341948540000009.0,14
188,UChicago_PME,329479255000008.0,347479255000008.0,10
189,UChicago_PME,340242105000010.0,351242105000010.0,26
190,UChicago_PME,348479255000009.0,359479255000009.0,18
191,UChicago_PME,352257975000010.0,366257975000010.0,14
192,UChicago_PME,366490635000006.0,377490635000006.0,48
193,UChicago_PME,377657975000011.0,392657975000011.0,22
194,UChicago_PME,377517355000011.0,388517355000011.0,22
195,UChicago_PME,389032735000017.0,401032735000017.0,12
196,UChicago_PME,394357975000012.0,407357975000012.0,21
197,UChicago_PME,408317345000007.0,420317345000007.0,22
198,UChicago_PME,414584900000013.0,432584900000013.0,13
199,UChicago_PME,433951650000008.0,445951650000008.0,24
200,UChicago_PME,438883750000019.0,455883750000019.0,26
201,UChicago_PME,446307745000012.0,465307745000012.0,24
