,Node,Start_time,End_time,Memory_size
0,NU,32126410000000.0,50126410000000.0,10
1,NU,61834360000001.0,72834360000001.0,12
2,NU,69389140000001.0,88389140000001.0,13
3,NU,89146285000002.0,107146285000002.0,17
4,NU,121055825000003.0,135055825000003.0,22
5,NU,152968545000004.0,171968545000004.0,13
6,NU,174671105000005.0,192671105000005.0,12
7,NU,232379550000009.0,242379550000009.0,15
8,NU,331837295000006.0,348837295000006.0,10
9,NU,333767280000006.0,344767280000006.0,10
10,NU,384405210000007.0,397405210000007.0,10
11,NU,477935805000016.0,490935805000016.0,15
12,NU,487590455000009.0,506590455000009.0,14
13,NU,506739135000019.0,516739135000019.0,14
14,NU,548432530000020.0,563432530000020.0,11
15,NU,568945110000021.0,582945110000021.0,10
16,NU,600575825000011.0,619575825000011.0,13
17,NU,609677010000015.0,621677010000015.0,10
18,NU,620446210000008.0,632446210000008.0,14
19,NU,633546210000009.0,645546210000009.0,18
20,NU,657354160000010.0,670354160000010.0,16
21,NU,670977155000012.0,680977155000012.0,22
22,NU,685172550000011.0,696172550000011.0,10
23,NU,715086065000012.0,725086065000012.0,13
24,NU,715407190000018.0,726407190000018.0,11
25,NU,758722095000013.0,773722095000013.0,13
26,NU,780626070000014.0,795626070000014.0,18
27,NU,803432605000015.0,819432605000015.0,10
28,NU,822033400000016.0,834033400000016.0,15
29,NU,881780560000017.0,894780560000017.0,10
30,NU,894864725000021.0,905864725000021.0,13
31,NU,906091900000031.0,925091900000031.0,10
32,NU,925187240000020.0,941187240000020.0,12
33,NU,941518250000007.0,957518250000007.0,22
34,NU,979973240000036.0,989973240000036.0,14
35,StarLight,1100000000000.0,18100000000000.0,17
36,StarLight,2603145000000.0,15603145000000.0,32
37,StarLight,15801765000000.0,26801765000000.0,10
38,StarLight,18532665000000.0,33532665000000.0,22
39,StarLight,32126410000000.0,50126410000000.0,20
40,StarLight,34017490000001.0,49017490000001.0,14
41,StarLight,50817490000002.0,61817490000002.0,14
42,StarLight,51010360000002.0,69010360000002.0,26
43,StarLight,61834360000001.0,72834360000001.0,24
44,StarLight,69389140000001.0,88389140000001.0,26
45,StarLight,73053330000001.0,89053330000001.0,22
46,StarLight,89146285000002.0,107146285000002.0,34
47,StarLight,93723780000003.0,110723780000003.0,14
48,StarLight,108054390000003.0,120054390000003.0,36
49,StarLight,121055825000003.0,135055825000003.0,44
50,StarLight,135239890000004.0,148239890000004.0,23
51,StarLight,135721575000002.0,152721575000002.0,24
52,StarLight,148559160000004.0,160559160000004.0,12
53,StarLight,152968545000004.0,171968545000004.0,26
54,StarLight,154439890000005.0,166439890000005.0,10
55,StarLight,174671105000005.0,192671105000005.0,24
56,StarLight,179248645000004.0,189248645000004.0,24
57,StarLight,192770115000007.0,210770115000007.0,28
58,StarLight,206889310000006.0,218889310000006.0,12
59,StarLight,211970115000008.0,224970115000008.0,28
60,StarLight,220289310000007.0,232289310000007.0,16
61,StarLight,226076220000006.0,236076220000006.0,20
62,StarLight,232379550000009.0,242379550000009.0,30
63,StarLight,236289310000008.0,246289310000008.0,13
64,StarLight,259200175000005.0,278200175000005.0,12
65,StarLight,260899840000007.0,271899840000007.0,24
66,StarLight,269017550000009.0,288017550000009.0,14
67,StarLight,278468715000005.0,295468715000005.0,20
68,StarLight,289617550000010.0,302617550000010.0,10
69,StarLight,293907175000006.0,311907175000006.0,13
70,StarLight,300066780000004.0,312066780000004.0,22
71,StarLight,314767280000005.0,332767280000005.0,22
72,StarLight,331837295000006.0,348837295000006.0,20
73,StarLight,333767280000006.0,344767280000006.0,20
74,StarLight,345229955000013.0,355229955000013.0,20
75,StarLight,365205090000007.0,382205090000007.0,40
76,StarLight,371229955000014.0,384229955000014.0,10
77,StarLight,384405210000007.0,397405210000007.0,20
78,StarLight,395521685000011.0,406521685000011.0,11
79,StarLight,397126940000008.0,408126940000008.0,10
80,StarLight,406658690000008.0,425658690000008.0,10
81,StarLight,407721685000012.0,420721685000012.0,19
82,StarLight,422621685000013.0,432621685000013.0,10
83,StarLight,442035805000014.0,455035805000014.0,12
84,StarLight,443231705000016.0,461231705000016.0,30
85,StarLight,457735805000015.0,476735805000015.0,14
86,StarLight,464463535000011.0,479463535000011.0,20
87,StarLight,477935805000016.0,490935805000016.0,15
88,StarLight,487590455000009.0,506590455000009.0,28
89,StarLight,492235805000017.0,504235805000017.0,19
90,StarLight,506739135000019.0,516739135000019.0,28
91,StarLight,507237570000018.0,526237570000018.0,14
92,StarLight,517167370000009.0,536167370000009.0,36
93,StarLight,529329385000019.0,546329385000019.0,10
94,StarLight,536441290000013.0,548441290000013.0,28
95,StarLight,548432530000020.0,563432530000020.0,22
96,StarLight,553012275000014.0,568012275000014.0,10
97,StarLight,565060515000019.0,581060515000019.0,13
98,StarLight,568945110000021.0,582945110000021.0,20
99,StarLight,569212275000015.0,585212275000015.0,17
100,StarLight,583133270000014.0,596133270000014.0,20
101,StarLight,585848255000022.0,599848255000022.0,20
102,StarLight,596760515000020.0,606760515000020.0,16
103,StarLight,600575825000011.0,619575825000011.0,26
104,StarLight,609677010000015.0,621677010000015.0,20
105,StarLight,620446210000008.0,632446210000008.0,28
106,StarLight,632631510000011.0,642631510000011.0,24
107,StarLight,633546210000009.0,645546210000009.0,18
108,StarLight,643233725000016.0,656233725000016.0,20
109,StarLight,645483460000021.0,657483460000021.0,11
110,StarLight,657354160000010.0,670354160000010.0,32
111,StarLight,659783460000022.0,669783460000022.0,10
112,StarLight,670977155000012.0,680977155000012.0,44
