,Initiator,Responder,Start_time,End_time,Memory_size,Fidelity,Wait_time,Throughput
0,NU,Argonne_1,32126410000000.0,50126410000000.0,10,0.9952487411415408,32126410000000.0,0.0
1,NU,Fermilab_1,61834360000001.0,72834360000001.0,12,0.9830114402480346,11707950000000.0,2.6363636363636362
2,NU,Fermilab_1,89146285000002.0,107146285000002.0,17,0.8466952537323305,16311925000000.0,12.722222222222223
3,NU,UChicago_PME,121055825000003.0,135055825000003.0,22,0.8974713512586077,13909540000000.0,161.2857142857143
4,NU,Fermilab_1,152968545000004.0,171968545000004.0,13,0.8016427640672888,17912720000000.0,10.421052631578947
5,NU,Argonne_3,174671105000005.0,192671105000005.0,12,0.9070769729673324,2702560000000.0,16.27777777777778
6,NU,Argonne_3,331837295000006.0,348837295000006.0,10,0.8783572261105714,139166190000000.0,14.647058823529411
7,NU,UChicago_HC,384405210000007.0,397405210000007.0,10,0.9473184829445362,35567915000000.0,49.38461538461539
8,NU,Argonne_3,620446210000008.0,632446210000008.0,14,0.9168538341221266,223041000000000.0,17.583333333333336
9,NU,StarLight,633546210000009.0,645546210000009.0,18,0.9652449596935369,1100000000000.0,717.0
10,NU,Argonne_1,657354160000010.0,670354160000010.0,16,0.8411330129651305,11807950000000.0,37.15384615384615
11,NU,Fermilab_2,685172550000011.0,696172550000011.0,10,0.8312861232985812,14818390000000.0,6.818181818181818
12,NU,Fermilab_2,715086065000012.0,725086065000012.0,13,0.8644278321177508,18913515000000.0,6.8
13,NU,Argonne_3,758722095000013.0,773722095000013.0,13,0.9933896500426636,33636030000000.0,0.0
14,NU,UChicago_HC,780626070000014.0,795626070000014.0,18,0.8191279893639761,6903975000000.0,89.26666666666667
15,NU,Argonne_1,803432605000015.0,819432605000015.0,10,0.8121481795327304,7806535000000.0,21.5625
16,NU,UChicago_PME,822033400000016.0,834033400000016.0,15,0.8996714808717303,2600795000000.0,114.25
17,NU,Argonne_3,881780560000017.0,894780560000017.0,10,0.8638165909200614,47747160000000.0,12.846153846153847
18,StarLight,Argonne_1,15801765000000.0,26801765000000.0,10,0.9030651122084284,15801765000000.0,31.363636363636367
19,StarLight,UChicago_HC,34017490000001.0,49017490000001.0,14,0.8454637050321816,7215725000000.0,101.60000000000001
20,StarLight,UChicago_HC,50817490000002.0,61817490000002.0,14,0.8298077167067112,1800000000000.0,104.27272727272727
21,StarLight,UChicago_HC,93723780000003.0,110723780000003.0,14,0.9597878981926268,31906290000000.0,102.94117647058823
22,StarLight,Fermilab_1,135239890000004.0,148239890000004.0,23,0.8840369069386261,24516110000000.0,30.384615384615383
23,StarLight,Fermilab_2,154439890000005.0,166439890000005.0,10,0.9381551542413399,6200000000000.0,8.916666666666666
24,StarLight,Argonne_3,206889310000006.0,218889310000006.0,12,0.9772150322860707,40449420000000.0,11.416666666666666
25,StarLight,Argonne_1,220289310000007.0,232289310000007.0,16,0.8647690763306577,1400000000000.0,55.0
26,StarLight,UChicago_PME,236289310000008.0,246289310000008.0,13,0.8730267996183312,4000000000000.0,154.5
27,StarLight,Argonne_1,269017550000009.0,288017550000009.0,14,0.9962061234782089,22728240000000.0,4.7894736842105265
28,StarLight,UChicago_PME,289617550000010.0,302617550000010.0,10,0.8226711785843154,1600000000000.0,121.6923076923077
29,StarLight,Argonne_3,395521685000011.0,406521685000011.0,11,0.8038166922448725,92904135000000.0,24.0
