,Initiator,Responder,Start_time,End_time,Memory_size,Fidelity,Wait_time,Throughput
0,NU,Fermilab_1,15948720000000.0,27948720000000.0,11,0.9206296300103124,15948720000000.0,8.416666666666666
1,NU,StarLight,29748720000001.0,47748720000001.0,11,0.9416413828206345,1800000000000.0,442.44444444444446
2,NU,Fermilab_2,56467025000002.0,68467025000002.0,10,0.8179461559708625,8718305000000.0,5.416666666666667
3,NU,Fermilab_1,69567025000003.0,85567025000003.0,11,0.8157297787538563,1100000000000.0,8.5625
4,NU,Argonne_2,86567025000004.0,105567025000004.0,11,0.8641928235448614,1000000000000.0,16.42105263157895
5,NU,Argonne_2,111782325000005.0,126782325000005.0,11,0.9189378453522979,6215300000000.0,13.666666666666666
6,NU,StarLight,127782325000006.0,139782325000006.0,10,0.8358869051380188,1000000000000.0,395.3333333333333
7,NU,Fermilab_2,143389285000007.0,155389285000007.0,10,0.9233410016932314,3606960000000.0,5.416666666666667
8,NU,Argonne_3,168789285000008.0,184789285000008.0,11,0.8754439607306537,13400000000000.0,14.625000000000002
9,NU,Argonne_2,186389285000009.0,202389285000009.0,10,0.9564312230947939,1600000000000.0,3.0625
10,NU,Argonne_2,204189285000010.0,216189285000010.0,10,0.946585929345881,1800000000000.0,14.583333333333334
11,NU,StarLight,217989285000011.0,230989285000011.0,10,0.8258169087003782,1800000000000.0,394.38461538461536
12,NU,Argonne_1,233091845000012.0,245091845000012.0,10,0.8623067420434809,2102560000000.0,21.333333333333336
13,NU,Argonne_2,250103085000013.0,263103085000013.0,11,0.8391279057532528,5011240000000.0,15.230769230769232
14,NU,Fermilab_1,264203085000014.0,279203085000014.0,10,0.913006752057262,1100000000000.0,8.466666666666665
15,NU,Fermilab_2,282103880000015.0,297103880000015.0,10,0.94976453277099,2900795000000.0,5.533333333333333
16,NU,Argonne_1,299003880000016.0,315003880000016.0,10,0.9905369733365387,1900000000000.0,1.875
17,NU,UChicago_HC,342813320000017.0,353813320000017.0,11,0.9698181362926183,27809440000000.0,11.90909090909091
18,NU,UChicago_PME,355713320000018.0,368713320000018.0,11,0.856909083814335,1900000000000.0,82.0
19,NU,Argonne_1,385313320000019.0,402313320000019.0,10,0.9585511737501333,16600000000000.0,21.52941176470588
20,NU,Fermilab_1,403413320000020.0,422413320000020.0,10,0.9702461937511345,1100000000000.0,6.947368421052632
21,NU,Argonne_3,423913320000021.0,437913320000021.0,10,0.8533321668777929,1500000000000.0,12.642857142857142
22,NU,Argonne_2,439813320000022.0,450813320000022.0,10,0.960352034329567,1900000000000.0,6.454545454545455
23,NU,StarLight,451813320000023.0,470813320000023.0,10,0.9439111171057741,1000000000000.0,400.57894736842104
24,NU,UChicago_HC,475726640000024.0,492726640000024.0,11,0.8335341683115283,4913320000000.0,54.41176470588235
25,NU,Argonne_1,494326640000025.0,510326640000025.0,10,0.8339568214809585,1600000000000.0,21.0625
26,NU,Argonne_1,512126640000026.0,528126640000026.0,10,0.9496420518040899,1800000000000.0,21.1875
27,NU,UChicago_HC,539734590000027.0,552734590000027.0,10,0.8296456829855707,11607950000000.0,46.230769230769226
28,NU,StarLight,554534590000028.0,569534590000028.0,11,0.8896481029052884,1800000000000.0,437.53333333333336
29,NU,Fermilab_2,573534590000029.0,583534590000029.0,10,0.869979861503583,4000000000000.0,4.2
30,NU,Argonne_3,605440710000030.0,618440710000030.0,10,0.8613601740446436,21906120000000.0,12.384615384615385
31,NU,Argonne_2,629368250000031.0,640368250000031.0,10,0.8913560957900494,10927540000000.0,13.272727272727273
32,NU,Argonne_2,641968250000032.0,658968250000032.0,10,0.8176378617446194,1600000000000.0,13.705882352941176
33,NU,UChicago_HC,660868250000033.0,670868250000033.0,11,0.9013183690916177,1900000000000.0,46.9
34,NU,UChicago_HC,672668250000034.0,684668250000034.0,11,0.9749648277797065,1800000000000.0,5.083333333333334
35,NU,StarLight,686468250000035.0,704468250000035.0,11,0.8119439275538176,1800000000000.0,439.3333333333333
36,NU,Argonne_1,705768250000036.0,721768250000036.0,10,0.9403568408995711,1300000000000.0,20.8125
37,NU,UChicago_PME,723368250000037.0,734368250000037.0,10,0.8284121516622518,1600000000000.0,74.72727272727273
38,NU,UChicago_HC,750170635000038.0,767170635000038.0,11,0.951274374340661,15802385000000.0,52.35294117647059
39,NU,Fermilab_2,773774610000039.0,791774610000039.0,10,0.8922710287238887,6603975000000.0,5.722222222222222
40,NU,Fermilab_2,793274610000040.0,804274610000040.0,11,0.9513419735269706,1500000000000.0,5.7272727272727275
41,NU,UChicago_PME,806174610000041.0,819174610000041.0,10,0.9674622907147528,1900000000000.0,77.3076923076923
42,NU,StarLight,820574610000042.0,839574610000042.0,11,0.8125529910520435,1400000000000.0,442.57894736842104
43,NU,Fermilab_2,855181765000043.0,866181765000043.0,10,0.9488488352457338,15607155000000.0,4.545454545454545
44,NU,UChicago_HC,878989645000044.0,893989645000044.0,11,0.8673388641293432,12807880000000.0,53.53333333333333
45,NU,UChicago_HC,900889645000045.0,911889645000045.0,11,0.8580468579807621,6900000000000.0,51.09090909090909
