,Node,Start_time,End_time,Memory_size
0,NU,38348830000000.0,51348830000000.0,11
1,NU,69265930000002.0,82265930000002.0,14
2,NU,98970825000003.0,114970825000003.0,15
3,NU,104113540000001.0,122113540000001.0,11
4,NU,123213540000002.0,136213540000002.0,17
5,NU,166905250000004.0,184905250000004.0,10
6,NU,170137360000008.0,188137360000008.0,14
7,NU,229839660000006.0,242839660000006.0,22
8,NU,261626980000007.0,277626980000007.0,15
9,NU,279526980000008.0,298526980000008.0,11
10,NU,288758295000003.0,303758295000003.0,12
11,NU,303758395000012.0,316758395000012.0,13
12,NU,318014900000006.0,334014900000006.0,10
13,NU,320380445000009.0,339380445000009.0,13
14,NU,355415040000010.0,365415040000010.0,11
15,NU,367015040000011.0,378015040000011.0,17
16,NU,394548465000004.0,408548465000004.0,11
17,NU,397103810000012.0,408103810000012.0,12
18,NU,408697960000002.0,424697960000002.0,14
19,NU,408522120000010.0,427522120000010.0,10
20,NU,427962775000005.0,443962775000005.0,10
21,NU,444111255000012.0,461111255000012.0,11
22,NU,458073110000006.0,476073110000006.0,13
23,NU,477166160000013.0,493166160000013.0,10
24,NU,491156565000016.0,504156565000016.0,12
25,NU,494486625000007.0,505486625000007.0,11
26,NU,506686625000008.0,520686625000008.0,14
27,NU,522086625000009.0,537086625000009.0,10
28,NU,538386625000010.0,555386625000010.0,24
29,NU,574023430000020.0,588023430000020.0,15
30,NU,588232045000019.0,605232045000019.0,11
31,NU,595538640000012.0,608538640000012.0,13
32,NU,623339095000011.0,634339095000011.0,11
33,NU,634591800000020.0,652591800000020.0,17
34,NU,652752610000012.0,670752610000012.0,21
35,NU,670756965000023.0,682756965000023.0,20
36,NU,683461355000013.0,702461355000013.0,15
37,NU,714269305000014.0,726269305000014.0,11
38,NU,726660140000018.0,739660140000018.0,10
39,NU,746151990000017.0,757151990000017.0,14
40,NU,753389975000015.0,772389975000015.0,10
41,NU,805410820000019.0,822410820000019.0,12
42,NU,824139160000016.0,838139160000016.0,16
43,NU,849447110000017.0,866447110000017.0,11
44,NU,866667920000028.0,881667920000028.0,10
45,NU,882450045000021.0,893450045000021.0,10
46,NU,890067920000029.0,907067920000029.0,14
47,NU,912782885000018.0,930782885000018.0,10
48,NU,966013445000019.0,979013445000019.0,11
49,NU,980413445000020.0,998413445000020.0,12
50,NU,981393680000020.0,993393680000020.0,10
51,NU,993657805000012.0,1004657805000012.0,12
52,StarLight,1900000000000.0,19900000000000.0,17
53,StarLight,21310000000000.0,35310000000000.0,32
54,StarLight,27013000000000.0,38013000000000.0,13
55,StarLight,38348830000000.0,51348830000000.0,22
56,StarLight,55365930000001.0,67365930000001.0,23
57,StarLight,62654715000001.0,73654715000001.0,12
58,StarLight,69265930000002.0,82265930000002.0,28
59,StarLight,82370825000002.0,97370825000002.0,11
60,StarLight,82589985000003.0,101589985000003.0,24
61,StarLight,98970825000003.0,114970825000003.0,15
62,StarLight,104113540000001.0,122113540000001.0,22
63,StarLight,112276415000001.0,129276415000001.0,12
64,StarLight,123213540000002.0,136213540000002.0,17
65,StarLight,134897260000003.0,151897260000003.0,30
66,StarLight,146105250000003.0,165105250000003.0,17
67,StarLight,156079100000003.0,170079100000003.0,24
