,Initiator,Responder,Start_time,End_time,Memory_size,Fidelity,Wait_time,Throughput
0,NU,Argonne_3,13918365000000.0,27918365000000.0,10,0.9551371380490388,13918365000000.0,5.928571428571428
1,NU,Argonne_2,37531520000001.0,55531520000001.0,10,0.8087884015922767,9613155000000.0,13.38888888888889
2,NU,Argonne_1,61334700000002.0,78334700000002.0,11,0.9660095459603492,5803180000000.0,23.764705882352942
3,NU,StarLight,80034700000003.0,94034700000003.0,10,0.9082287642752978,1700000000000.0,393.1428571428571
4,NU,Argonne_1,96637260000004.0,111637260000004.0,10,0.8722528118028315,2602560000000.0,21.0
5,NU,StarLight,113237260000005.0,126237260000005.0,11,0.8300399458140905,1600000000000.0,437.69230769230774
6,NU,UChicago_HC,173117060000006.0,185117060000006.0,10,0.9957495768822443,46879800000000.0,0.0
7,NU,UChicago_PME,193040700000007.0,204040700000007.0,11,0.8358812055134294,7923640000000.0,78.18181818181819
8,NU,Argonne_3,212753060000008.0,224753060000008.0,11,0.948553483643008,8712360000000.0,15.166666666666666
9,NU,Argonne_2,226353060000009.0,242353060000009.0,10,0.9259244365680407,1600000000000.0,12.375
10,NU,Argonne_1,245453060000010.0,255453060000010.0,10,0.8796551119358742,3100000000000.0,22.1
11,NU,UChicago_PME,272353060000011.0,284353060000011.0,10,0.8224811482985158,16900000000000.0,77.08333333333334
12,NU,UChicago_PME,297053060000012.0,312053060000012.0,10,0.8505537355904913,12700000000000.0,76.73333333333333
13,NU,StarLight,313253060000013.0,331253060000013.0,10,0.9708018142683691,1200000000000.0,403.6666666666667
14,NU,Argonne_3,332253060000014.0,342253060000014.0,11,0.8636006395724565,1000000000000.0,14.5
15,NU,UChicago_HC,343353060000015.0,354353060000015.0,10,0.9594916350732667,1100000000000.0,22.727272727272727
16,NU,Argonne_1,362958625000016.0,372958625000016.0,11,0.9594253825692259,8605565000000.0,22.400000000000002
17,NU,Argonne_3,411814090000017.0,422814090000017.0,10,0.8654336415865311,38855465000000.0,13.0
18,NU,UChicago_HC,429725355000018.0,445725355000018.0,11,0.9793173461518359,6911265000000.0,5.75
19,NU,Argonne_2,453143715000019.0,467143715000019.0,10,0.8790038430412874,7418360000000.0,14.642857142857144
20,NU,UChicago_HC,468943715000020.0,482943715000020.0,11,0.8775037278003464,1800000000000.0,51.5
21,NU,Argonne_3,503365135000021.0,520365135000021.0,10,0.8762921738796792,20421420000000.0,12.823529411764707
22,NU,Fermilab_1,532865135000022.0,549865135000022.0,10,0.9777398613416666,12500000000000.0,0.3529411764705882
23,NU,Argonne_2,551365135000023.0,568365135000023.0,11,0.9072416159082536,1500000000000.0,15.352941176470587
24,NU,Argonne_3,585204240000024.0,602204240000024.0,10,0.9746874898291369,16839105000000.0,1.4117647058823528
25,NU,Argonne_2,613330840000025.0,625330840000025.0,11,0.8603289005504429,11126600000000.0,14.416666666666668
26,NU,Argonne_2,626730840000026.0,643730840000026.0,11,0.9901125629814064,1400000000000.0,0.0
27,NU,Argonne_1,644930840000027.0,658930840000027.0,10,0.9384242257570033,1200000000000.0,22.5
28,NU,Fermilab_1,672530840000028.0,682530840000028.0,11,0.9339314109391479,13600000000000.0,8.799999999999999
29,NU,Fermilab_1,698430840000029.0,711430840000029.0,10,0.8148322195634814,15900000000000.0,7.615384615384616
30,NU,Fermilab_1,712430840000030.0,729430840000030.0,11,0.8676065141363928,1000000000000.0,8.411764705882353
