,Initiator,Responder,Start_time,End_time,Memory_size,Fidelity,Wait_time,Throughput
0,NU,Fermilab_1,18518885000000.0,33518885000000.0,11,0.9206296300103124,18518885000000.0,9.799999999999999
1,NU,Argonne_3,200473005000001.0,214473005000001.0,19,0.9211877887018526,166954120000000.0,24.285714285714285
2,NU,UChicago_PME,250300035000002.0,260300035000002.0,15,0.9041354553921419,35827030000000.0,114.5
3,NU,Argonne_1,319765560000003.0,338765560000003.0,17,0.9387258169141057,59465525000000.0,35.315789473684205
4,NU,Argonne_3,356478280000004.0,370478280000004.0,10,0.8076242235223445,17712720000000.0,14.642857142857144
5,NU,UChicago_HC,468270325000005.0,480270325000005.0,17,0.9277393631753218,97792045000000.0,81.33333333333334
6,NU,UChicago_PME,482170325000006.0,497170325000006.0,23,0.8264222131705806,1900000000000.0,172.93333333333334
7,NU,Fermilab_1,501180765000007.0,520180765000007.0,15,0.9552447590898935,4010440000000.0,13.263157894736842
8,NU,StarLight,521280765000008.0,536280765000008.0,23,0.9881667797271746,1100000000000.0,928.3333333333334
9,NU,Argonne_1,548400100000009.0,564400100000009.0,14,0.8431160511735764,12119335000000.0,27.5625
10,NU,Argonne_1,605738515000010.0,623738515000010.0,13,0.8104986187399905,41338415000000.0,28.944444444444446
11,NU,UChicago_HC,637448055000011.0,647448055000011.0,21,0.8681683246499879,13709540000000.0,111.7
12,NU,Fermilab_1,676670315000012.0,689670315000012.0,12,0.9504653501562275,29222260000000.0,10.384615384615385
13,NU,StarLight,703279855000013.0,717279855000013.0,11,0.965721646111529,13609540000000.0,440.9285714285714
14,NU,UChicago_HC,732190190000014.0,751190190000014.0,11,0.9110739716551791,14910335000000.0,53.26315789473684
15,NU,UChicago_PME,782720330000015.0,797720330000015.0,10,0.8289177164531535,31530140000000.0,74.73333333333333
16,NU,UChicago_HC,823239410000016.0,838239410000016.0,10,0.8991334601047056,25519080000000.0,47.733333333333334
17,NU,Argonne_3,958701085000017.0,969701085000017.0,11,0.8537709238742266,120461675000000.0,31.09090909090909
18,StarLight,Argonne_2,18817650000000.0,34817650000000.0,12,0.9656889770549062,18817650000000.0,23.4375
19,StarLight,UChicago_HC,36417650000001.0,52417650000001.0,14,0.8499551038792567,1600000000000.0,106.6875
20,StarLight,UChicago_PME,54117650000002.0,72117650000002.0,15,0.8523966111941068,1700000000000.0,188.72222222222223
21,StarLight,Fermilab_2,77217650000003.0,90217650000003.0,11,0.8497841875182993,5100000000000.0,10.692307692307692
22,StarLight,UChicago_PME,91617650000004.0,105617650000004.0,15,0.914843517980604,1400000000000.0,186.0
23,StarLight,Fermilab_1,112331075000005.0,124331075000005.0,16,0.8229288717958303,6713425000000.0,20.166666666666668
24,StarLight,Argonne_2,160755785000006.0,170755785000006.0,14,0.8901471133515129,36424710000000.0,28.5
25,StarLight,Argonne_2,225878730000007.0,236878730000007.0,13,0.8467380581736894,55122945000000.0,27.454545454545457
26,StarLight,Fermilab_2,238981415000008.0,250981415000008.0,13,0.8702239878667735,2102685000000.0,9.083333333333332
27,StarLight,Fermilab_1,252781415000009.0,264781415000009.0,20,0.8593407271797335,1800000000000.0,27.333333333333332
28,StarLight,Argonne_2,370655545000010.0,382655545000010.0,13,0.9961572283609823,105874130000000.0,0.0
29,StarLight,Argonne_1,399257310000011.0,417257310000011.0,13,0.9902138031330403,16601765000000.0,41.72222222222222
30,StarLight,NU,424457310000012.0,434457310000012.0,19,0.9812663639664212,7200000000000.0,619.0
31,StarLight,Argonne_2,458085550000013.0,473085550000013.0,11,0.9118049116000524,23628240000000.0,22.733333333333334
32,StarLight,Fermilab_2,542644620000014.0,556644620000014.0,10,0.8569198140553757,69559070000000.0,8.071428571428571
33,StarLight,Argonne_3,575753445000015.0,588753445000015.0,15,0.8164764158050608,19108825000000.0,31.769230769230766
34,StarLight,NU,590153445000016.0,603153445000016.0,21,0.9414405617302067,1400000000000.0,696.2307692307692
35,StarLight,UChicago_HC,605053445000017.0,622053445000017.0,12,0.823102841528617,1900000000000.0,93.29411764705883
36,StarLight,Fermilab_2,624853445000018.0,636853445000018.0,23,0.8972058792235474,2800000000000.0,19.416666666666668
37,StarLight,UChicago_PME,647653445000019.0,658653445000019.0,10,0.9851706092280164,10800000000000.0,129.54545454545453
38,StarLight,UChicago_HC,659953445000020.0,676953445000020.0,12,0.8579594237982444,1300000000000.0,81.58823529411765
39,StarLight,Fermilab_1,683466870000021.0,702466870000021.0,16,0.9698330618399581,6513425000000.0,18.842105263157897
40,StarLight,UChicago_PME,719366870000022.0,730366870000022.0,13,0.9168746807786214,16900000000000.0,159.27272727272728
41,StarLight,Argonne_3,745170400000023.0,758170400000023.0,15,0.905624610990705,14803530000000.0,27.923076923076923
42,StarLight,Argonne_2,787991580000024.0,797991580000024.0,10,0.8774656212991918,29821180000000.0,21.7
43,StarLight,Argonne_1,799691580000025.0,816691580000025.0,20,0.8955848183999711,1700000000000.0,64.88235294117646
44,StarLight,UChicago_PME,818091580000026.0,831091580000026.0,24,0.8153458081805637,1400000000000.0,293.9230769230769
45,StarLight,Argonne_2,847793345000027.0,862793345000027.0,17,0.9153153422433049,16701765000000.0,35.733333333333334
46,StarLight,Fermilab_1,866296030000028.0,881296030000028.0,13,0.8317530391263532,3502685000000.0,15.733333333333333
47,StarLight,Fermilab_1,882596030000029.0,899596030000029.0,14,0.8363112809513333,1300000000000.0,16.41176470588235
48,StarLight,Argonne_3,976687810000030.0,995687810000030.0,11,0.9831483396537402,77091780000000.0,4.894736842105264
49,UChicago_PME,StarLight,3103145000000.0,17103145000000.0,23,0.9202996715246715,3103145000000.0,230.78571428571428
50,UChicago_PME,Fermilab_2,34353465000001.0,44353465000001.0,11,0.989665690658355,17250320000000.0,0.0
51,UChicago_PME,Argonne_3,81238935000002.0,91238935000002.0,11,0.8295382599924188,36885470000000.0,16.599999999999998
52,UChicago_PME,NU,103570385000003.0,119570385000003.0,12,0.9690449963402454,12331450000000.0,69.3125
53,UChicago_PME,Fermilab_2,169409610000004.0,180409610000004.0,15,0.8488628885692966,49839225000000.0,8.545454545454547
54,UChicago_PME,StarLight,188212755000005.0,200212755000005.0,20,0.9380810894607202,7803145000000.0,201.41666666666666
55,UChicago_PME,Argonne_1,219686015000006.0,229686015000006.0,13,0.9762670272225477,19473260000000.0,31.000000000000004
56,UChicago_PME,Argonne_2,290520325000007.0,307520325000007.0,13,0.857591990434206,60834310000000.0,19.588235294117645
57,UChicago_PME,NU,309420325000008.0,319420325000008.0,22,0.8452479316853945,1900000000000.0,128.6
58,UChicago_PME,Fermilab_2,395529200000009.0,408529200000009.0,13,0.8749486146184606,76108875000000.0,8.615384615384615
59,UChicago_PME,Fermilab_2,452206905000010.0,468206905000010.0,18,0.8923046701636672,43677705000000.0,9.3125
60,UChicago_PME,Argonne_2,540679595000011.0,550679595000011.0,13,0.8091181472419605,72472690000000.0,19.799999999999997
61,UChicago_PME,UChicago_HC,552079595000012.0,567079595000012.0,19,0.8727737336681638,1400000000000.0,2203.666666666667
62,UChicago_PME,UChicago_HC,568179595000013.0,582179595000013.0,11,0.8526153138118309,1100000000000.0,1262.357142857143
63,UChicago_PME,Argonne_1,589099945000014.0,605099945000014.0,10,0.9742181007028906,6920350000000.0,24.375
64,UChicago_PME,NU,647594295000015.0,663594295000015.0,19,0.9136135407164143,42494350000000.0,119.12499999999999
65,UChicago_PME,Argonne_3,683426855000016.0,693426855000016.0,18,0.8535031605311799,19832560000000.0,29.400000000000002
66,UChicago_PME,NU,810203615000017.0,822203615000017.0,12,0.8152463387981839,116776760000000.0,75.08333333333333
67,UChicago_PME,UChicago_HC,831903615000018.0,848903615000018.0,19,0.9101727483177519,9700000000000.0,2184.8823529411766
68,UChicago_PME,Argonne_1,863756525000019.0,882756525000019.0,10,0.835972816581144,14852910000000.0,25.63157894736842
69,UChicago_PME,Argonne_3,894964665000020.0,912964665000020.0,16,0.9145686822004352,12208140000000.0,26.72222222222222
70,UChicago_PME,UChicago_HC,914764665000021.0,929764665000021.0,19,0.8433114764278015,1800000000000.0,2177.4666666666667
71,UChicago_PME,Argonne_3,942009435000022.0,958009435000022.0,11,0.9452977712394081,12244770000000.0,18.3125
72,UChicago_PME,Fermilab_1,959109435000023.0,973109435000023.0,14,0.9049284880908823,1100000000000.0,11.571428571428571
73,UChicago_HC,Fermilab_2,60815720000000.0,71815720000000.0,12,0.8378640769079523,60815720000000.0,5.545454545454546
74,UChicago_HC,Argonne_3,119736400000001.0,134736400000001.0,14,0.8242866239250085,47920680000000.0,15.866666666666667
75,UChicago_HC,UChicago_PME,135936400000002.0,149936400000002.0,23,0.8801914631299359,1200000000000.0,3251.9285714285716
76,UChicago_HC,NU,150936400000003.0,168936400000003.0,12,0.9306293527117718,1000000000000.0,46.55555555555556
77,UChicago_HC,NU,172340545000004.0,187340545000004.0,10,0.8590994801406151,3404145000000.0,40.0
78,UChicago_HC,UChicago_PME,200246045000005.0,214246045000005.0,11,0.8488760299419904,12905500000000.0,1545.857142857143
79,UChicago_HC,Fermilab_2,298137365000006.0,308137365000006.0,11,0.9985855505419621,83891320000000.0,0.0
80,UChicago_HC,Fermilab_2,382213510000007.0,394213510000007.0,12,0.9127627959451895,74076145000000.0,7.333333333333334
81,UChicago_HC,Argonne_2,514886970000008.0,532886970000008.0,11,0.9222836640027714,120673460000000.0,11.055555555555555
